iter	RMSE
935	10.3293218
936	10.32484772
937	10.31838543
938	10.31373262
939	10.30763269
940	10.3036464
941	10.30045506
942	10.29544081
943	10.28776455
944	10.28185725
945	10.27683585
946	10.27265489
947	10.2680047
948	10.26132274
949	10.25710273
950	10.25333548
951	10.25019176
952	10.24635374
953	10.24191935
954	10.23612034
955	10.23237222
956	10.22932337
957	10.22338024
958	10.21926669
959	10.21529339
960	10.21173029
961	10.20838744
962	10.2060159
963	10.2027154
964	10.1976196
965	10.19536538
966	10.19184265
967	10.18863456
968	10.18319163
969	10.1804619
970	10.17440425
971	10.16935916
972	10.16686608
973	10.16200976
974	10.15853074
975	10.15326297
976	10.14976495
977	10.14554378
978	10.14152766
979	10.13890626
980	10.13542075
981	10.13093346
982	10.12753589
983	10.12148188
984	10.11748801
985	10.11468821
986	10.11316475
987	10.11035885
988	10.10702473
989	10.09902209
990	10.08768902
991	10.08474966
992	10.08274438
993	10.07469167
994	10.07001622
995	10.06659067
996	10.06289666
997	10.0595384
998	10.05464125
999	10.05019621
